MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,TREL,TRANSINDIA REAL ESTATE L,        27.03,        27.03,        30.00,        26.52,        29.77,                 21071114.24,726901,N, ,7412,        33.51,        21.47
N,EQ,TRF,TRF LIMITED,       213.97,       215.34,       226.71,       213.00,       219.49,                  4223674.64,19157,N, ,537,       405.00,       210.00
N,EQ,TRIDENT,TRIDENT LIMITED,        23.17,        23.15,        23.19,        23.00,        23.08,                 42206060.86,1827421,N, ,14569,        30.94,        21.98
N,EQ,TRIGYN,TRIGYN TECHNOLOGIES LTD,        53.95,        54.19,        56.39,        54.19,        55.18,                   814677.12,14714,N, ,367,       102.40,        37.55
N,EQ,TRITONV,TRITON VALVES LTD.,      1061.60,      1061.20,      1091.80,      1061.20,      1076.00,                  2239751.30,2078,N, ,380,      1219.30,      1020.00
N,EQ,TRITURBINE,TRIVENI TURBINE LIMITED,       540.80,       542.30,       559.00,       540.50,       556.80,                269105753.35,490793,N, ,90201,       787.60,       428.35
N,EQ,TRIVENI,TRIVENI ENGG. & INDS. LTD,       239.45,       239.45,       241.00,       228.70,       232.45,                276546401.40,1189405,N, ,20978,       314.90,       220.05
N,SM,TROM,TROM INDUSTRIES LIMITED,        55.55,        55.55,        55.55,        53.50,        53.50,                   264690.00,4800,N, ,8,       109.80,        42.90
N,EQ,TRU,TRUCAP FINANCE LIMITED,         4.01,         3.90,         4.20,         3.90,         4.09,                   394666.17,96353,N, ,431,        13.12,         3.90
N,EQ,TRUALT,TRUALT BIOENERGY LIMITED,       422.70,       422.70,       434.20,       420.10,       423.95,                151949950.85,356698,N, ,8037,       549.00,       310.20
N,SM,TRUST,TRUST FINTECH LIMITED,        28.10,        28.00,        28.00,        26.30,        26.70,                   660180.00,24000,N, ,17,        77.00,        23.80
N,EQ,TSFINV,TSF INVESTMENTS LIMITED,       438.50,       439.00,       449.00,       433.60,       445.95,                 25007438.00,56347,N, ,5239,       701.50,       331.70
N,EQ,TTKHLTCARE,TTK HEALTHCARE LIMITED,      1065.10,      1061.00,      1079.00,      1043.00,      1049.00,                 26957914.40,25616,N, ,4575,      1247.00,       735.00
N,EQ,TTKPRESTIG,TTK PRESTIGE LTD,       541.10,       544.75,       548.00,       540.55,       543.60,                  9325158.30,17137,N, ,2449,       771.20,       423.00
N,EQ,TTL,T T LIMITED,         6.43,         6.49,         7.60,         6.48,         7.07,                  4401764.71,626276,N, ,1286,        11.80,         5.50
N,EQ,TTML,TATA TELESERV(MAHARASTRA),        35.22,        35.00,        38.25,        34.95,        36.64,                117134562.03,3196332,N, ,14042,        60.62,        31.22
N,SM,TUNWAL,TUNWAL E-MOTORS LIMITED,        25.00,        25.05,        25.75,        24.80,        25.45,                  2331300.00,92000,N, ,39,        49.80,        24.30
N,EQ,TURTLEMINT,TURTLEMINT FINTECH SOLS L,       127.74,       131.00,       136.59,       129.81,       131.67,                217612486.58,1635938,N, ,20826,       160.00,       110.41
N,EQ,TUTIALKA,TUTICORIN ALKAL CH & FE L,        57.19,        57.93,        58.50,        56.28,        56.57,                   216767.83,3789,N, ,101,        62.90,        52.00
N,EQ,TVSELECT,TVS ELECTRONICS LTD,       401.50,       403.15,       411.55,       393.15,       403.75,                  9354739.80,23074,N, ,1240,       739.35,       336.20
N,EQ,TVSHLTD,TVS HOLDINGS LIMITED,     12769.00,     12730.00,     12997.00,     12595.00,     12884.00,                 48447357.00,3783,N, ,1778,     15700.00,     12376.00
N,EQ,TVSSCS,TVS SUPPLY CHAIN SOL L,       126.28,       126.00,       130.50,       125.79,       130.09,                 48415861.94,376059,N, ,7212,       146.50,        90.32
N,EQ,TVSSRICHAK,TVS SRICHAKRA LIMITED,      4685.50,      4650.00,      4919.50,      4650.00,      4886.00,                 57841830.00,11977,N, ,3504,      5760.00,      2889.20
N,EQ,TVTODAY,TV TODAY NETWORK LTD,       103.49,       105.55,       108.49,       103.01,       107.72,                  7277284.02,68251,N, ,777,       154.29,        93.50
N,EQ,TWCGOLDETF,WEALTH - TWCGOLDETF,       150.59,       150.71,       150.71,       149.13,       149.93,                   421750.48,2812,N, ,330,       187.98,       123.31
N,EQ,UBL,UNITED BREWERIES LTD,      1227.30,      1228.00,      1239.50,      1213.50,      1216.80,                189729678.20,155453,N, ,17362,      1847.90,      1213.50
N,EQ,UCOBANK,UCO BANK,        23.68,        23.58,        23.98,        23.57,        23.59,                 62238878.59,2624177,N, ,16156,        34.20,        22.22
N,EQ,UDAYJEW,UDAY JEWELLERY INDS. LTD.,       158.53,       158.52,       164.88,       156.40,       158.62,                  7372017.76,46210,N, ,554,       180.89,       115.04
N,EQ,UDS,UPDATER SERVICES LIMITED,       190.60,       188.97,       193.28,       185.85,       188.25,                 22460207.27,118960,N, ,3693,       264.67,       125.10
N,EQ,UEL,UJAAS ENERGY LIMITED,       204.77,       208.49,       215.00,       194.54,       196.19,                 13481201.52,66647,N, ,1971,       284.20,       117.51
N,EQ,UFLEX,UFLEX LIMITED,       645.45,       642.00,       669.00,       642.00,       652.95,                101442991.20,154087,N, ,5268,       723.50,       330.00
N,EQ,UFO,UFO MOVIEZ INDIA LTD.,        61.32,        60.10,        62.28,        60.10,        61.29,                   815228.51,13342,N, ,526,        92.97,        53.75
N,EQ,UGARSUGAR,THE UGAR SUGAR WORKS LTD,        53.39,        53.47,        54.29,        53.19,        53.41,                 13070632.85,243474,N, ,2677,        62.10,        33.75
N,EQ,UGROCAP,UGRO CAPITAL LIMITED,        83.50,        83.00,        85.00,        82.52,        83.49,                 13969447.53,166882,N, ,2135,       192.50,        80.12
N,EQ,UJJIVANSFB,UJJIVAN SMALL FINANC BANK,        64.83,        64.46,        65.72,        63.43,        63.97,                401078099.99,6237133,N, ,38589,        73.94,        43.85
N,EQ,ULTRAMAR,ULTRAMARINE & PIGMENTS L,       418.65,       415.25,       423.70,       405.95,       412.50,                 21053866.85,50870,N, ,2120,       455.75,       364.10
N,SM,UMA,UMA CONVERTER LIMITED,        16.05,        17.50,        17.50,        17.50,        17.50,                    70000.00,4000,N, ,1,        24.50,        14.40
N,EQ,UMESLTD,USHA MARTIN EDU & SOL LTD,         4.08,         4.08,         4.34,         4.00,         4.08,                   340901.52,82484,N, ,230,         7.14,         3.88
N,EQ,UMIYA-MRO,UMIYA BUILDCON LIMITED,        98.45,        97.97,        98.37,        97.02,        97.95,                   388946.57,3995,N, ,86,       110.90,        70.00
N,EQ,UNICHEMLAB,UNICHEM LABORATORIES LTD,       524.25,       524.00,       554.50,       521.20,       538.45,                 44516677.65,82024,N, ,5061,       687.20,       278.20
N,EQ,UNIDT,UNITED DRILLING TOOLS LTD,       218.77,       220.00,       229.90,       218.00,       228.07,                  6639761.72,29288,N, ,840,       254.97,       146.00
N,EQ,UNIECOM,UNICOMMERCE ESOLUTIONS L,        80.94,        80.10,        85.70,        80.10,        84.45,                 34792509.45,416528,N, ,3354,       152.98,        78.51
N,EQ,UNIENTER,UNIPHOS ENTERPRISES LTD,        89.05,        88.01,        92.50,        88.01,        91.90,                   126992.85,1385,N, ,27,       158.00,        87.51
N,SM,UNIHEALTH,UNIHEALTH HOSPITALS LTD,       685.25,       686.10,       687.00,       660.00,       667.55,                 13457600.00,20000,N, ,31,       820.00,       133.65
N,EQ,UNIINFO,UNIINFO TELECOM SERVI LTD,        11.46,        11.23,        11.45,        10.89,        11.38,                    12960.18,1174,N, ,21,        18.98,         9.36
N,EQ,UNIMECH,UNIMECH AEROSPACE N MFG L,      1515.80,      1550.00,      1602.00,      1530.30,      1570.60,                412669837.00,261719,N, ,25620,      1652.80,       695.00
N,EQ,UNIONGOLD,UNIONAMC - UNIONGOLD,       147.90,       148.70,       148.70,       146.40,       146.95,                   262965.40,1789,N, ,83,       177.00,       107.35
N,EQ,UNIPARTS,UNIPARTS INDIA LIMITED,       851.15,       851.15,       886.45,       830.00,       878.05,                 71609409.50,81783,N, ,7619,       915.95,       399.80
N,EQ,UNITECH,UNITECH LTD,         4.46,         4.44,         4.52,         4.26,         4.27,                 15543324.30,3568646,N, ,2272,         7.93,         3.10
N,EQ,UNITEDPOLY,UNITED POLYFAB GUJ. LTD.,        43.19,        43.62,        44.90,        42.01,        44.36,                 18022174.39,413271,N, ,645,        51.16,        20.60
N,EQ,UNITEDTEA,UNITED NILGIRI TEA LTD,       431.20,       432.20,       433.70,       426.30,       429.05,                   234828.00,544,N, ,40,       590.00,       412.00
N,EQ,UNIVCABLES,UNIVERSAL CABLES LTD,      1405.20,      1400.00,      1472.50,      1383.00,      1438.80,                106231357.10,73570,N, ,7737,      1774.90,       576.00
N,EQ,UNOMINDA,UNO MINDA LIMITED,      1186.00,      1183.80,      1218.00,      1178.10,      1205.00,                638060761.30,530438,N, ,22398,      1382.00,       994.00
N,EQ,UPHOT,U P HOTELS LTD.,      1475.00,      1476.00,      1480.00,      1476.00,      1480.00,                    78324.00,53,N, ,5,      1550.00,      1320.00
N,EQ,UPL,UPL LIMITED,       550.60,       551.00,       558.00,       549.80,       554.75,                999408535.85,1804536,N, ,34448,       812.20,       549.80
N,SM,URBAN,URBAN ENVIRO WASTE MGMT L,       121.80,       121.80,       121.80,       120.05,       120.50,                  1544800.00,12800,N, ,16,       193.20,       114.00
N,EQ,URBANCO,URBAN COMPANY LIMITED,       164.56,       164.56,       166.29,       160.46,       162.81,                484512488.55,2958947,N, ,27167,       201.18,       100.70
N,EQ,URJA,URJA GLOBAL LIMITED,         8.77,         8.77,         9.15,         8.75,         9.10,                  5497390.12,615596,N, ,2076,        14.45,         8.00
N,SM,USASEEDS,UPSURGE SEEDS OF AGRI LTD,        88.90,        88.90,        91.00,        88.90,        91.00,                   153138.40,1712,N, ,4,       282.50,        76.50
N,EQ,USHAMART,USHA MARTIN LTD.,       478.85,       479.00,       498.50,       477.00,       495.65,                553647751.50,1122407,N, ,31573,       529.30,       379.05
N,EQ,USK,UDAYSHIVAKUMAR INFRA LTD,        20.31,        19.56,        20.88,        19.56,        20.32,                   237724.83,11687,N, ,203,        35.17,        18.97
N,EQ,UTIAMC,UTI ASSET MNGMT CO LTD,       895.20,       894.45,       902.65,       890.10,       898.25,                 32935601.65,36712,N, ,6347,      1418.00,       866.00
N,SM,UTKAL,UTKAL SPEC INDUS INDIA L,        43.95,        44.00,        46.10,        44.00,        46.10,                  1468900.00,32000,N, ,13,        66.00,        22.60
N,EQ,UTKARSHBNK,UTKARSH SMALL FIN BANK L,        13.82,        13.75,        14.39,        13.75,        14.05,                110895373.56,7888005,N, ,7874,        23.30,        10.12
N,EQ,UTLSOLAR,FUJIYAMA POWER SYSTEMS L,       405.65,       408.00,       417.80,       404.05,       408.95,                101133398.10,246129,N, ,10724,       494.25,       172.00
N,SM,UTSSAV,UTSSAV CZ GOLD JEWELS LTD,       634.50,       641.00,       670.00,       641.00,       649.30,                 80920020.00,123600,N, ,154,       670.00,       160.05
N,EQ,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,       250.70,       251.80,       255.60,       250.40,       252.40,                 26940556.05,106696,N, ,3928,       359.30,       181.10
N,EQ,V2RETAIL,V2 RETAIL LIMITED,       209.18,       209.00,       212.90,       208.75,       210.40,                 98274219.86,465833,N, ,14739,      2564.10,       180.00
N,EQ,VADILALIND,VADILAL INDUSTRIES LTD,      7156.00,      7145.00,      7244.50,      7062.50,      7101.00,                 51669080.00,7210,N, ,2126,      8447.00,      3996.00
N,EQ,VADILENT,VADILAL ENTERPRISES LTD.,     10599.00,     10400.00,     10585.00,     10395.00,     10575.00,                    94102.00,9,N, ,6,     12598.00,      9401.00
N,EQ,VAIBHAVGBL,VAIBHAV GLOBAL LIMITED,       210.66,       211.42,       212.99,       208.03,       211.35,                 33180825.38,157443,N, ,5174,       293.25,       174.13
N,EQ,VAISHALI,VAISHALI PHARMA LIMITED,         8.68,         8.85,         8.95,         8.26,         8.78,                  1012053.60,115742,N, ,272,        12.70,         4.75
N,EQ,VAKRANGEE,VAKRANGEE LIMITED,         5.25,         5.25,         5.32,         5.22,         5.25,                  3931142.61,747160,N, ,1248,         9.77,         4.61
N,EQ,VAML,VEDANTA ALUMINIUM METAL L,       409.30,       405.25,       413.35,       402.30,       404.30,               2798401954.05,6880378,N, ,93004,       537.00,       401.15
N,EQ,VARDMNPOLY,VARDHMAN POLYTEX LTD.,         5.86,         5.99,         6.35,         5.80,         5.83,                   691184.09,116455,N, ,312,         9.49,         5.10
N,EQ,VARROC,VARROC ENGINEERING LTD.,       851.15,       854.90,       871.50,       840.00,       846.15,                170135884.15,199305,N, ,17732,       896.00,       462.00
N,EQ,VASCONEQ,VASCON ENGINEERS LTD,        29.57,        29.40,        30.70,        29.28,        30.51,                  5645279.66,187864,N, ,1046,        74.59,        26.75
N,EQ,VASWANI,VASWANI IND LTD,        44.98,        44.98,        45.36,        43.26,        44.61,                   789273.03,17676,N, ,195,        69.99,        43.26
N,SM,VDEAL,VDEAL SYSTEM LIMITED,       114.35,       115.00,       115.00,       113.00,       113.00,                  1166310.00,10200,N, ,10,       260.00,       111.00
N,EQ,VEDAVAAG,VEDAVAAG SYSTEMS LTD.,        19.77,        20.79,        21.29,        20.45,        21.00,                  2875768.10,138410,N, ,253,        25.69,        16.98
N,EQ,VEDPOWER,VEDANTA POWER LIMITED,        31.00,        30.95,        31.33,        30.76,        31.01,                239049322.43,7700949,N, ,31085,        49.88,        30.76
N,EQ,VEEDOL,VEEDOL CORPORATION LTD,      1375.30,      1372.00,      1405.00,      1370.60,      1385.30,                 16788473.60,12037,N, ,1266,      2035.00,      1238.20
N,SM,VEEKAYEM,VEEKAYEM FASH & APP LTD,       104.40,        99.20,       104.30,        99.20,       104.30,                   254450.00,2500,N, ,5,       315.00,        79.80
N,EQ,VENKEYS,VENKY S (INDIA) LIMITED,      1670.60,      1683.00,      1687.90,      1648.90,      1655.60,                 49027311.10,29437,N, ,3593,      1814.90,      1165.00
N,EQ,VENTIVE,VENTIVE HOSPITALITY LTD,       565.05,       565.55,       568.00,       560.00,       561.75,                 13709897.70,24344,N, ,1210,       793.95,       542.60
N,EQ,VENUSPIPES,VENUS PIPES & TUBES LTD,      1938.10,      1954.00,      2160.00,      1941.20,      2131.70,               2679141005.70,1296328,N, ,96143,      2160.00,       890.00
N,EQ,VERANDA,VERANDA LEARNING SOL LTD,       217.97,       215.00,       218.72,       212.35,       214.57,                 48643069.90,226183,N, ,3171,       272.50,       130.02
N,SM,VERITAAS,VERITAAS ADVERTISING LTD,        27.85,        27.00,        27.00,        26.50,        26.50,                    64200.00,2400,N, ,2,        74.90,        26.40
N,IV,VERTIS,VERTIS INFRASTRUCTURE TST,       114.00,       114.05,       115.75,       114.05,       115.00,                 34626250.00,300000,N, ,6,       125.00,       100.55
N,EQ,VERTOZ,VERTOZ LIMITED,        37.69,        37.51,        38.00,        36.70,        37.12,                   647466.36,17364,N, ,412,        86.75,        27.02
N,EQ,VESUVIUS,VESUVIUS INDIA LTD,       394.75,       397.00,       406.70,       397.00,       400.00,                 26457924.00,65793,N, ,5370,       607.90,       391.60
N,EQ,VGCL,VIBRANT GLOBAL CAPITAL L,        48.93,        48.00,        50.79,        48.00,        48.01,                   180886.92,3676,N, ,31,        62.95,        48.00
N,SM,VGINFOTECH,VIRTUAL GALAXY INFOTECH L,       137.85,       141.75,       141.75,       136.00,       137.30,                  3318800.00,24000,N, ,22,       193.00,        99.50
N,EQ,VGL,VARVEE GLOBAL LIMITED,        66.20,        66.80,        67.84,        64.40,        65.85,                  3514702.41,53566,N, ,470,       185.00,        43.70
N,EQ,VGUARD,V-GUARD IND LTD.,       327.15,       327.15,       331.90,       326.95,       330.15,                 86826138.20,263157,N, ,10590,       392.20,       288.80
N,EQ,VHL,VARDHMAN HOLDINGS LIMITED,      3396.80,      3401.00,      3442.90,      3330.00,      3403.50,                  2980967.20,884,N, ,90,      4050.00,      2870.00
N,SM,VICTORYEV,VICTORY ELEC VEHICL INT L,        14.10,        14.00,        14.60,        14.00,        14.60,                   129300.00,9000,N, ,3,        34.45,        13.70
N,EQ,VIDHIING,VIDHI SPCLTY F INGRDNTS L,       337.40,       337.40,       351.00,       331.80,       348.30,                  9240310.45,27013,N, ,720,       387.85,       258.60
N,EQ,VIDYAWIRES,VIDYA WIRES LIMITED,        84.93,        84.50,        87.00,        84.50,        85.34,                 24027167.80,280740,N, ,3245,       117.35,        42.51
N,SM,VIESL,VISION INFRA EQUIP SOL L,       390.00,       390.10,       402.00,       388.00,       401.00,                  7862240.00,20000,N, ,19,       417.50,       192.45
N,SM,VIGOR,VIGOR PLAST INDIA LIMITED,        94.80,        97.80,        99.55,        97.00,        99.00,                  1102560.00,11200,N, ,7,       119.80,        44.75
N,EQ,VIJAYA,VIJAYA DIAGNOSTIC CEN LTD,      1438.30,      1457.00,      1514.90,      1423.30,      1506.10,                292365203.30,196070,N, ,20638,      1578.00,       848.00
N,SM,VIJAYPD,VIJAYPD CEUTICAL LIMITED,        65.00,        63.00,        63.00,        62.00,        63.00,                   376000.00,6000,N, ,3,       114.50,        35.00
N,EQ,VIJSOLX,VIJAY SOLVEX LTD.,       640.00,       640.00,       658.85,       613.00,       637.85,                    87776.85,139,N, ,34,       719.90,       610.00
N,EQ,VIKASECO,VIKAS ECOTECH LIMITED,         1.04,         1.04,         1.05,         1.04,         1.04,                  1083407.64,1038207,N, ,1220,         2.11,         0.99
N,EQ,VIKASLIFE,VIKAS LIFECARE LIMITED,         1.19,         1.20,         1.24,         1.20,         1.22,                  1433831.99,1172333,N, ,7692,         2.37,         1.05
N,EQ,VIKRAMSOLR,VIKRAM SOLAR LIMITED,       163.88,       163.86,       164.74,       162.80,       163.37,                104693978.74,640352,N, ,10248,       370.95,       155.38
N,EQ,VIKRAN,VIKRAN ENGINEERING LTD,        56.06,        56.05,        57.47,        55.80,        56.00,                 39861307.11,706914,N, ,3914,       118.40,        51.10
N,SM,VILAS,VILAS TRANSCORE LIMITED,       316.25,       321.70,       340.90,       317.55,       331.60,                  8680625.00,26250,N, ,101,       604.00,       313.25
N,SM,VILINBIO,VILIN BIO MED LIMITED,        60.00,        60.00,        60.00,        60.00,        60.00,                   240000.00,4000,N, ,1,        60.95,        18.95
N,EQ,VIMTALABS,VIMTA LABS LIMITED,       598.45,       595.25,       617.95,       595.25,       599.60,                100224307.15,165328,N, ,9203,       851.00,       376.05
N,EQ,VINATIORGA,VINATI ORGANICS LTD,      1253.90,      1250.00,      1269.30,      1246.30,      1249.70,                 46491165.10,37122,N, ,5361,      1849.90,      1203.00
N,EQ,VINCOFE,VINTAGE COFFEE N BVRGS L,       167.27,       168.00,       177.65,       168.00,       175.96,                395803898.45,2256156,N, ,23437,       189.40,       120.24
N,EQ,VINDHYATEL,VINDHYA TELELINKS LTD,      2586.50,      2581.10,      2698.00,      2575.00,      2632.50,                132139637.60,49951,N, ,6830,      2952.60,       963.90
N,EQ,VINEETLAB,VINEET LABORATORIES LTD,        35.89,        35.95,        36.00,        35.27,        35.97,                  2345508.90,65283,N, ,257,        49.99,        27.96
N,EQ,VINNY,VINNY OVERSEAS LIMITED,         0.98,         1.00,         1.00,         0.95,         0.97,                   331703.11,344190,N, ,179,         1.53,         0.94
N,SM,VINYAS,VINYAS INNOVATIVE TECH L,      1413.20,      1413.20,      1463.95,      1400.00,      1451.30,                  8797910.00,6100,N, ,46,      1730.00,       809.00
N,EQ,VINYLINDIA,VINYL CHEMICALS (I) LTD.,       215.00,       216.60,       220.01,       211.25,       214.17,                  1558422.20,7244,N, ,337,       310.95,       161.00
N,EQ,VIPCLOTHNG,VIP CLOTHING LIMITED,        20.50,        20.30,        20.79,        20.11,        20.60,                  1997505.49,98424,N, ,184,        41.20,        14.05
N,EQ,VIPIND,VIP INDUSTRIES LTD,       297.65,       295.00,       309.50,       295.00,       304.25,                144118667.45,473503,N, ,11159,       454.30,       278.25
N,EQ,VIRAT,VIRAT INDUSTRIES LTD.,       399.45,       386.95,       407.00,       377.00,       382.25,                  2144421.95,5561,N, ,427,       494.40,       268.05
N,EQ,VIRINCHI,VIRINCHI LIMITED,        13.95,        13.86,        14.45,        13.86,        13.92,                   488571.48,34921,N, ,178,        32.69,        13.60
N,EQ,VISACHROME,VISA CHROME LIMITED,        31.86,        31.86,        32.30,        30.27,        30.27,                  3186575.70,104685,N, ,302,        73.68,        27.05
N,EQ,VISAKAIND,VISAKA INDUSTRIES LIMITED,        87.15,        87.39,        91.12,        87.01,        90.81,                 18089810.77,201785,N, ,2892,       104.41,        50.20
N,SM,VISAMAN,VISAMAN GLOBAL SALES LTD,        43.00,        40.85,        40.85,        40.85,        40.85,                    81700.00,2000,N, ,2,       145.00,        40.85
N,SM,VISDEM,VISDEM TECHNOSYS LIMITED,        92.50,        88.00,        88.00,        87.50,        87.60,                   420600.00,4800,N, ,2,       132.80,        61.00
N,EQ,VISHAL,VISHAL FABRICS LTD.,        18.42,        18.47,        18.87,        18.04,        18.12,                   897721.56,49239,N, ,554,        26.10,        14.20
N,EQ,VISHNU,VISHNU CHEMICALS LIMITED,       693.90,       694.05,       714.50,       689.25,       709.10,                 61404225.25,87175,N, ,5090,       744.00,       443.70
N,SM,VISHNUINFR,VISHNUSURYA PROJ N INFR L,       154.95,       153.00,       156.95,       153.00,       156.85,                   311825.00,2000,N, ,4,       218.90,       125.20
N,EQ,VISHWARAJ,VISHWARAJ SUGAR IND LTD,         5.31,         5.24,         5.39,         5.24,         5.25,                   903893.20,170500,N, ,458,         9.42,         4.14
N,EQ,VISL,VEDANTA IRON AND STEEL L,        31.16,        31.24,        32.04,        30.87,        31.82,                594295608.44,18850250,N, ,39695,        44.78,        19.06
N,EQ,VITAL,VITAL CHEMTECH LIMITED,        52.69,        52.69,        55.29,        52.00,        55.19,                   149784.55,2739,N, ,21,        69.40,        35.40
N,EQ,VIVIANA,VIVIANA POWER TECH LTD,       701.20,       704.65,       754.00,       704.65,       724.70,                 16959247.80,23225,N, ,1445,       967.90,       661.00
N,SM,VIVIDEL,VIVID ELECTROMECH LIMITED,      1814.00,      1835.00,      1900.00,      1835.00,      1892.80,                 37650084.00,20160,N, ,82,      1990.00,       556.00
N,EQ,VIVIDHA,VISAGAR POLYTEX LTD,         0.53,         0.53,         0.53,         0.51,         0.51,                    39376.77,75480,N, ,104,         0.91,         0.43
N,EQ,VIVOBIOT,VIVO BIO TECH LTD.,        16.83,        16.19,        17.50,        16.19,        16.85,                   451233.09,26812,N, ,202,        20.94,        16.00
N,EQ,VIYASH,VIYASH SCIENTIFIC LIMITED,       238.85,       239.05,       247.15,       237.75,       244.50,                671688316.65,2764864,N, ,39034,       298.00,       178.13
N,EQ,VLEGOV,VL E GOV AND IT SOL LTD,        10.21,        10.06,        10.49,        10.00,        10.45,                   823379.91,80383,N, ,357,        37.90,         8.42
N,SM,VLINFRA,V.L.INFRAPROJECTS LIMITED,        25.85,        25.50,        27.10,        25.50,        26.20,                   596625.00,22500,N, ,15,        39.60,        18.00
N,EQ,VLSFINANCE,VLS FINANCE LTD,       241.88,       242.00,       242.00,       238.00,       239.67,                  1332865.34,5553,N, ,138,       339.00,       198.81
N,SM,VMARCIND,V MARC INDIA LIMITED,       331.80,       331.80,       350.95,       331.80,       342.35,                 64137600.00,186000,N, ,121,      1708.00,       248.00
N,EQ,VMART,VMART RETAIL LTD,       786.40,       784.95,       804.60,       776.45,       790.05,                 85102868.55,107687,N, ,10533,       888.00,       457.90
N,EQ,VMM,VISHAL MEGA MART LIMITED,       100.97,       101.51,       102.11,       100.59,       101.24,                430836513.09,4261275,N, ,28228,       153.40,        98.77
N,SM,VMOBILE,VINIT MOBILE LIMITED,        56.75,        59.55,        59.55,        58.00,        59.55,                   568200.00,9600,N, ,11,       155.00,        52.00
N,EQ,VMSTMT,VMS TMT LIMITED,        50.57,        50.90,        51.70,        50.01,        50.30,                  4157239.11,82286,N, ,778,       105.00,        33.50
N,EQ,VOEPL,VIRTUOSO OPTOELECTRONIC L,       479.60,       482.85,       500.15,       464.05,       491.95,                 28223962.75,57584,N, ,2619,       593.45,       428.65
N,EQ,VOGL,VEDANTA OIL AND GAS LTD,        34.98,        34.99,        35.47,        34.71,        34.83,                571306793.54,16321048,N, ,42922,        47.60,        30.42
N,EQ,VOITHPAPR,VOITH PAPER FABRICS IND L,      1452.10,      1450.00,      1481.50,      1445.00,      1468.50,                   196017.90,134,N, ,21,      1696.00,      1410.00
N,SM,VOLERCAR,VOLER CAR LIMITED,       220.20,       224.00,       227.00,       223.40,       225.00,                  3771400.00,16800,N, ,8,       292.90,       189.00
N,EQ,VOLTAMP,VOLTAMP TRANSFORMERS LTD,     10513.00,     10501.00,     10771.00,     10501.00,     10735.00,                160931015.00,15093,N, ,6117,     12863.00,      6666.00
N,EQ,VOLTAS,VOLTAS LTD,      1131.00,      1131.10,      1141.20,      1125.10,      1135.00,                431029214.30,379667,N, ,20675,      1582.50,      1125.10
N,EQ,VPRPL,VISHNU PRAKASH R PUNGLI L,        31.79,        32.83,        33.50,        32.16,        33.35,                 10957781.80,333345,N, ,1889,       121.68,        23.94
N,EQ,VRAJ,VRAJ IRON AND STEEL LTD,       122.25,       122.80,       125.28,       120.60,       123.99,                  2678311.52,21702,N, ,584,       159.99,        93.00
N,EQ,VRLLOG,VRL LOGISTICS LIMITED,       286.05,       286.05,       290.80,       284.60,       287.90,                 21604282.25,75100,N, ,2546,       310.20,       225.00
N,EQ,VSSL,VARDHMAN SPC STEEL LTD,       405.85,       408.00,       428.25,       403.10,       406.05,                196345689.00,475918,N, ,17837,       428.25,       206.40
N,EQ,VSTIND,VST INDUSTRIES LTD,       202.14,       202.65,       204.93,       201.61,       204.11,                 17779050.20,87322,N, ,2637,       286.78,       200.00
N,EQ,VSTL,VIBHOR STEEL TUBES LTD,       112.75,       114.89,       115.90,       112.15,       114.82,                   350100.41,3050,N, ,142,       164.58,       100.80
N,EQ,VSTTILLERS,VST TILLERS TRACTORS LTD,      3996.50,      3990.00,      4290.00,      3968.00,      4201.10,                 47570416.60,11556,N, ,2759,      6374.00,      3950.00
N,EQ,VTL,VARDHMAN TEXTILES LIMITED,       571.75,       570.75,       572.40,       558.80,       561.30,                 90502929.25,160680,N, ,9601,       688.00,       385.50
N,EQ,VTMLTD,V T M LTD.,        48.83,        49.80,        50.84,        47.12,        48.34,                  8212213.85,168443,N, ,973,        61.90,        39.15
N,EQ,WAAREEENER,WAAREE ENERGIES LIMITED,      2501.00,      2499.00,      2516.00,      2470.00,      2473.00,               1127884739.40,453090,N, ,32215,      3728.00,      2403.00
N,EQ,WAAREEINDO,INDOSOLAR LIMITED,       246.95,       248.00,       259.25,       244.50,       258.80,                 43524854.60,171850,N, ,2802,       406.00,       241.10
N,EQ,WAAREERTL,WAAREE RENEWABLE TECH LTD,       801.05,       805.05,       814.50,       801.45,       811.05,                 82893587.00,102540,N, ,9330,      1358.00,       779.50
N,EQ,WABAG,VA TECH WABAG LTD,      2055.80,      2056.00,      2132.00,      2052.00,      2074.80,                918814501.30,438727,N, ,31490,      2319.00,      1033.00
N,EQ,WAKEFIT,WAKEFIT INNOVATIONS LTD,       145.61,       145.97,       148.49,       144.50,       145.59,                 41036884.36,280341,N, ,4173,       224.00,       111.40
N,EQ,WALCHANNAG,WALCHANDNAGAR INDUSTRIES,       197.08,       197.50,       204.48,       197.50,       199.84,                 66947452.38,331447,N, ,7128,       315.80,       131.15
N,EQ,WANBURY,WANBURY LIMITED,       222.60,       220.50,       230.00,       220.50,       223.65,                 22891961.85,101311,N, ,2881,       358.85,       161.50
